id,text,piclist,userGender,userFollowCount,userFansCount,userWeiboCount,userLocation,userDescription,category
98c24a4527cf2028dcc86109a224f027,		警方解释：因为左转弯车辆在路口行驶的时间长，可能影响其他车辆和行人，同时左转车辆受其他车辆影响的时间都长于右转弯的车辆，所以右转弯的车辆应让左转弯的车辆先行。下午处理事故，有点信心了！|对向车转弯...		,,男,23.0,619.0,6884.0,江苏苏州,更新微博，点亮生活！,社会生活
7dbb5f02e5e7f148162f4547ddf64583,【银行最新公布的硬币回收价格】1966年1分，1800元；1967年1分，3500元；1969年1分，1500元；1977年1分，3200元；1988年1分，3000元；1989年1分，1500元；1958年2分，900元；1968年2分，3000元；1972年2分，2600元，1980年2分，500元。。。附：《硬分币回收价格表》,,女,55.0,41.0,1148.0,广东 广州,平凡的女子，做平凡的事，真诚待人，拥有一颗平凡的心！,财经商业
59a19cb688aca88c2cb2b34889d0e1a7,		#哥哥太爱我了怎么办#这剧情这台词，只想说日剧真挺能拍的#上优酷看人民的名义#		,b2cdbbbd36a0c960d6b88494dae07882.jpg	bea01836f042e474e3d6713218cb6120.jpg	2155dd6e7bce195f8ffce4aee5da89b8.jpg	0f6e7fd14103da6849c47ba8041d934f.jpg	115ea608c5438b4f8beabe1dc5478346.jpg	029453443ea1696dd10cbb0e3ab5a29c.jpg	3313b3bcffe3aec6d6cde3b29537da4a.jpg	cc619a757c5691c496615e1885f726f4.jpg	1970c3742e20d534f7c6ac83a927d980.jpg,女,222.0,115.0,138.0,福建龙岩,,文体娱乐
a4642f898954d29642ac4bd7ae18f847,电动车也要考驾照了，费用335元。。。,08364cbd06de65d4c1214ccbb1f7df4e.jpg	3212b81489fa43ca3ded91b110ca29ac.jpg	a424363e2e0adfe0956dcf22048d5fea.jpg,男,930.0,3342.0,1128.0,浙江 杭州,☞ 可不可以把你对别人的爱，分给我一点，只要一点点就好！ ☜,社会生活
0224c3afca0803c9feeee64444652703,寻人启事13940292999。有线索酬金10万帮忙扩散，今天上午一个三岁多小女孩在锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码从监控上看是被一个四十多岁男人抱走了现大人都急疯了,edc83816d072ee5d9cca5fcb6ce18474.jpg,女,149.0,100.0,1.0,北京,每天成就多一点点,社会生活
bf1b5830958a0e24be7ef7d35a3f4e48,国是想将赶在人民币结算还没有成气候之前，就先用高油价活活耗死中国。明年，在石油价格飞涨导致全球经济受挫、物价成本攀升、失业率激增的情况下，如果再加上韩国宣布部署美军战术核武器，印度联合日本新加坡在马六甲海峡搞军事演习，以及美国扶植培养的中国慕洋大V在网上大肆煽动不断加剧紧张气氛的话，中国经济就真的危险了。|平析|凛...,b2a279f519c14c7cdb658bb6140fde97.jpg,男,337.0,18676.0,2220.0,北京西城区,《中国商人》杂志社官方微博,政治
1218d01aed745954218e6145166dd27f,		【女司机自助加油失误汽油当场喷洒一地】近日，一女司机自助加油时，汽油喷洒一地的视频在网上流传。视频可见当日一女司机自助加油时操作失误。油枪当场喷洒一地，女司机被吓得手足无措。不过小编乍一看，还以为拿汽油洗车。凤凰网视频...		,cbe4a8420f0a0d8e053ac3a4f25df01a.jpg,女,2648.0,2320000.0,49823.0,北京,凤凰网视频官方微博,社会生活
458064e3788c994848012cd837bab375,【感人●为爱而行动】当代最伟大的指挥家小泽征尔，患上老年痴呆症，真正痴呆了。在这台交响乐演奏中，乐队用感人的爱向他致敬！向音乐致敬―――帮助他完成谢幕演出，令人感动。成都·犀浦镇是时候为自己疯狂的,,男,558.0,218.0,341.0,四川,DNA亲子鉴定，防癌基因检测。,文体娱乐
b204786df5baef887a77fb85a25ed677,今年上大学，需要保险了:今年很多的大学，录取通知会有一条特殊的要求，就是孩子要有保障型保险，且交费三年以上的记录😱😱😱出国留学至少50万，没有商业保险，要留学，出不去！！！保险已是必须品！长春,e569dfcfc3afa43a28b93387fba79a96.jpg,女,53.0,113.0,64.0,吉林 松原,做最好的自己,教育考试
3be6c98db59f781044676102560af305,		非法占用草原，改变被占用草原用途，数量较大，具有下列情形之一的，应当认定为刑法第三百四十二条规定的“造成耕地、林地等农用地大量毁坏”：开垦草原种植粮食作物、经济作物、林木的；在草原上建窑、建房、修路、挖砂、采石、采矿、取土、剥取草皮的；		,,男,108.0,163.0,1161.0,山东济南,各种法律咨询服务、辩护业务。,社会生活
b45a0912fd97f4fdf604bf84249c8a11,泰安住楼房的赶紧看！遇到这8种情况，可拒缴物业费！,0a7738ffe4cfafa8497e0f76f9b60776.jpg,男,442.0,18168.0,2332.0,山东 泰安,分享齐鲁大地的奇闻趣事！好吃好玩的地方,社会生活
f5b090f2d5b88503dfd369fb58d46708,昨天10点19分内蒙古锡盟东乌旗发生地壳推移。这是人类第一次用视频记录看到地壳运动！震撼了，大自然真是不可抗衡啊！,d658a06b64eec43fcdc069fa99a6e4e0.jpg,男,1768.0,6157.0,13121.0,上海,始供职於人民公社，曾敲过台上麦克風，……,科技
93af140e37162f11388a334623574fa3,#塘沽爆炸真相#政府你究竟在隐瞒什么？,6c1cbb5f44be79855d882c9dd15bdd22.jpg	6415ad9abe590d1ec9fbc834d9d9a1ca.jpg	c3715814a5c38c65cf8a831de01829a5.jpg	ada7a03b8de4d7a2808e92906f94aa61.jpg,女,55.0,242.0,333.0,上海,彭于晏的前妻👫❤️,灾难事故
5487a65a7d296a4bb262f244bed649fd,#卫计健康说#【北大第一医院医生遭患者家属殴打中国医师协会声明】近日，有网友发帖称北京大学第一医院三名医生在值班期间遭患者家属无端殴打致重伤，打人原因令人汗颜↓↓13日下午首都师范大学发布声明：确为我校学生，将予以严肃处理↓↓中国医师协会亦发声明：强烈谴责一切暴力伤医行为>>,,男,445.0,61151.0,10854.0,广西南宁,广西壮族自治区卫生和计划生育委员会,社会生活
974413d05357901e9c8cc0568dc60aa2,		#古中国大运城#发布了头条文章：《古中国大运城实力不俗有看头，13个县区献上精美视觉盛宴》#太原身边事##山西新媒体商会#|古中国大运...		,33f2efba820964044c3d2988b629a276.jpg,男,2712.0,330000.0,78568.0,山西太原,媒体人 娱乐综艺视频自媒体,文体娱乐
1963ae8f4a37f0aeccd96f12e793fd5e,涨姿势！如何引诱你家娃吃下不爱吃的蔬菜~,dc39f9e519dd11269aef9ef426c45a73.jpg,女,2987.0,1650000.0,43555.0,海外,知名搞笑幽默博主,医药健康
d36d14a5c373eb9f9c7bd9d4d96e3ac4,英国一摄影师捕捉到一印尼男子被洪水冲走的最后一刻！男子向镜头摆出了人生最后一个手势，以示对摄影师的尊重。震撼。。。,046c7c4f8b29bcde16b1131def0dba49.jpg,男,26.0,18624.0,1141.0,海外 英国,很抱歉，因工作繁忙，这个微博暂时不更新了，请移步 >>> @全球摄影精选集 ， 声明：摄影只是爱好，广告商绕道,灾难事故
9fb88ad31b7d4b46c8d04d030296749e,		陕西蓝田高速路段，昨天发生了，杀人纵火时间，造成5人被杀8人重伤的情况，为啥新闻上没有报道，是掩盖事实还是想把事情压下去，这种新闻足以上头条！@陕西都市快报@西安发布@事实新闻媒体		,,男,69.0,135.0,1067.0,北京,无拘无束、放荡不羁、微博大杂烩,社会生活
cc6d777f4b08268c75ab74e6b82ec097,中国城管，不能在这么干了，老头只是卖了几个自家瓜菜谋生，他并非是为了发财。你这畜生,74029688670fbe1b646fa48c4bcbcfd6.jpg,男,669.0,2589.0,6338.0,上海 长宁区,,社会生活
15fb1a896fb46caa54aaa0449c627a2a,寻人启事13940292999。有线索酬金10万帮忙扩散，今天上午一个三岁多小女孩在锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码从监控上看是被一个四十多岁男人抱走了现大人都急疯了看到信息的兄弟姐妹留意一下联系人宁继春13940292999,,女,145.0,124.0,432.0,广西 柳州,努力让自己的生活变得更好,社会生活
c34fabf2d4831d09f8cbfd8b0d9caddc,#广州[超话]#🌴🌴🌷🌷🌾🌾【真正有资格当“网红”的人就是这样的人！】沈魏――91届上海复旦大学高材生，最初在上海市徐汇区审计局工作，因妻女车祸丧生，生活变故！（由于他干的是审计的工作，会发现很多贪污腐败行为吧？他的故事应该很深很深！妻女车祸是不是人为的？官场里有没有人想害他？希望他一生平安，好好活下去吧！）🍀🍀🌺🌺,2dee41a102e755c4bb999b8e227d5ef6.jpg	68a9f72a05d92e3860cd5f8d15a48461.jpg	8e4814bc2f332224fb255a56c52d9061.jpg	6bb402aed890b3d4da14f687fc538bc5.jpg	74ee74cc85f969d8f40b446b39ea251a.jpg,男,119.0,98.0,2576.0,其他,,社会生活
9aa0ea937e32006698c77640ba653978,封建专制时代，大家都避讳“莫谈国事”。不是不谈，是莫谈。一来：这国不是你的，你谈什么谈！二来是：不敢谈…近日，看了一则“惠州城管执法时把女贩的裤子扒下”，实在忍不住爆粗口！“城管执法把女贩的裤子扒下”——是“执法扒裤子”么？！——人手齐抓共扒女贩的裤子是工作需要还是干什么？！,,男,81.0,4990.0,221.0,北京 海淀区,溢出灵魂/让思想飞跃,社会生活
df20b0009096f4c08c720a96491e8af6,太恶心了，一大早起来煮紫菜西红柿面、煮好了一看根本不是紫菜、而是塑料、现在的商家真是黑心啊，吃什么都不放心了💔💔💔2无锡·江溪,040b8330e44513499bbf00aba91f7e79.jpg,女,137.0,49.0,45.0,江苏,女装V250620162,医药健康
6c5bc1ee6c14987ce05c1db054d148dd,		#TFBOYS#三宝换微博头像了太好看了		,6fbd166ac3d94d066387d6a246880627.jpg	dec2993f80d2f65a58a5ea513f35e310.jpg	68f7fbc5948788fda68c4e4434797a7d.jpg	112644a6d48df1cc92c7b6ef163715af.jpg	bee53415fe7fe1662ab8ef8a8bfbca9f.jpg	217b7d0407784dfd0367df696983aa1a.jpg,女,176.0,286.0,1832.0,江西,【团凯】【丁程鑫】【金所炫】邬童哥哥娶我！！！,医药健康
9b4d86404f8e66784f31d1b8d856da5d,		#安徽烧冥币打砸医院#12月14日，安医大附属巢湖医院发生一起医闹事件，经查，12月1日，巢湖居民周某因脑梗塞在该医院住院治疗，12月11日去世。12月14日上午，死者亲属纠集30多名亲属，以医院救治不力为由，在医院门诊大楼内摆花圈、烧纸钱、等方式给院方施加压力，严重扰乱了医院秩序。处置民警在现			...		,7685b4f77a5d1870f54042c725bb6034.jpg	5cbad8d2d28e897d51f77753afb46b86.jpg	92b2ca3bbfd05a1df90d305c4d64fbe5.jpg	cf22c95624301c18f1c14bd27e562da7.jpg,男,398.0,450000.0,784.0,北京,爱问医生，专注医生个人品牌建设，为医生传播品牌,社会生活
f9391e885f2ff56d3cca92c8a6b1f754,		【网传疑似一常德#男子暴打老人#澧县警方称正在核查】网友@胡志才DESIGN微博发布一段男子暴打老人的视频，疑似常德口音。@澧县公安刚刚回应称：暂时不能确定是哪个地区，澧县公安正在核查当中！如属澧县，必将依法查处！持续关注↓↓		,,男,3991.0,1290000.0,35509.0,湖南长沙,新浪湖南官方微博，新浪看点湖南站官方微博,社会生活
7dbb5f02e5e7f148162f4547ddf64583,【银行最新公布的硬币回收价格】1966年1分，1800元；1967年1分，3500元；1969年1分，1500元；1977年1分，3200元；1988年1分，3000元；1989年1分，1500元；1958年2分，900元；1968年2分，3000元；1972年2分，2600元，1980年2分，500元。。。附：《硬分币回收价格表》,7f750b284f097b04b2da7ce0f82c208c.jpg,女,789.0,1758.0,7827.0,北京 丰台区,还好我是个胖子，无聊的时候可以捏捏肚子。还好我是个胖子，起床的时候可以捏捏肚子。,财经商业
d9685e52432210be6284dabf38ddcd1c,谁有兴趣领养狗，免费的。有萨摩，罗威，金毛，德牧，苏穆，土狗，番狗，在太原东山马场有个杀狗场，被捣毁。有几百只狗，无人领养就要安乐死了。有要领养的打这个电话就可以18636829325，2014年6月15日截止啊，是免费领养的。如果你领养不了，就麻烦转发一下，2霍侯一级公路,b76f9ae026813de11a71ab6ee97d1948.png,女,61.0,123.0,1177.0,其他,说心事,社会生活
09021067b560a6b18c404199e5ddf8d8,领导们视察地铁后，一致表示：地铁一点都不挤，人民很幸福！.,5bd60a4df196e929aee7e4ee59e6e471.jpg,男,60.0,119.0,618.0,辽宁 大连,,政治
30943c0512fae01ebd50106fcfa51ea8,以绝育代替捕杀，以领养代替购买！『【言论】一车五百狗，退役军犬论斤卖，你吃德牧还是金毛？』【言论】一车五百狗，退役军犬论斤卖，你吃德牧还是金毛？,,女,307.0,50.0,24.0,江西 赣州,,军事
affc408210060832680cd6772025e8e8,		研究显示，男孩和女孩在5岁时，都会更倾向于选择自己的性别，他们认为自己的性别非常聪明。但是，女孩到6岁时，这种倾向就会减弱。女孩选择女性的概率低于男孩选择男性的概率。		,,女,91.0,643.0,46072.0,福建福州,,医药健康
47e6557faacf0b7216ac90b56aae3c62,谁有兴趣领养狗，免费的。有罗威，金毛，德牧，土狗，番狗，在七台河马场有个杀狗场，被捣毁。有几百只狗，无人领养就要安乐死了。有要领养的打这个电话就可以15804650385，2014年6月15日截止啊，是免费领养的。如果你领养不了，就麻烦转发一下，救救可怜的狗狗请为人类的好朋友，献爱心！❤️人士转,,男,1054.0,2317.0,8548.0,重庆 江北区,生命可以更璀燦的綻放，愛鬧愛笑愛音樂，更愛身邊的每一位朋友，充實的過好每一天,社会生活
c7ed8dcf11f29081c3319fd6c476dca2,寻人启事13940292999。有线索酬金10万帮忙扩散，今天上午一个三岁多小女孩在锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之万分感谢看到信息的兄弟姐妹留意一下联系人宁继春13940292999,4d7c83b307ce4d8742a2604dd4af8052.jpg,女,47.0,17.0,117.0,江苏 徐州,,社会生活
6ca0559a36a5ceb83a816ae5a9b9053c,高考结束1个月。让大家开心开心。今年新高一的，以后都得考全国卷了，而且不分文理了，九科而已，祝你们幸福！新高二的，会考加大难度和监考难度，会考成绩计入高考总分，祝你们幸福！新高三的，体育加入高考总分，保重。本人不发表任何意见，呵呵！！！,,男,765.0,440.0,475.0,广东 深圳,- 不会游泳的人就让他沉下去,教育考试
c1fe714eaa60477e210f6043e375f9da,		话唠属性的巨（song）龙，我想到了那个死小孩衰仔路明非，龙族我等了6年，现在还没有完结，可是却发现了你个怂龙，这是个什么宝贝啊谭卓老师哇你的微博我翻的好累我好想看看谭卓老师的微信群和朋友圈了。看高贵妃的时候突然会想到路明非，后来他当上了学生会主席，风光无限，可他的内心还是哪个			...		,c2925cefea9daf0e47bbff99b0bafa81.jpg	036286656e7d3083be15b136dee9daf5.jpg	b19cbf2586cc366665057abb205a5094.jpg	38597ad6cd7dd4a605017171de03ae70.jpg	b8c822ed4cf6e27599f649c6e3625473.jpg	dfc340253a733317f2ae683675ab0ae9.jpg	da01398162416ee1d07e4edb46db1a42.jpg	a1741d37874d7e175d240135688ebdfd.jpg	d34c5bf8fc6fa59d0fb4d4e91663ff59.jpg,女,217.0,37.0,340.0,其他,粉上了一个歌唱家，听上了民族音乐，感受到了天籁之音，何其幸运。,教育考试
788bf112d8b67d9bc96f0bcd6a8f53ab,在美国除了司机和学生谁也不能坐校车，一位校长搭乘校车，被举报后竟落得辞职的下场。美国校车坚固度的实验中，用悍马撞校车，悍马变了形校车只蹭掉一块漆。美国校车驾驶座外边有个可折收的停车指示牌，一旦打开停车，后面哪怕是警车或总统座驾也必须停驶。美国校车手册曰：孩子的生命安全高于一切。,06e9c4508ec15f4dd51c8461d5fe0301.jpg,男,7155.0,56343.0,22567.0,江西 南昌,大健康来自小变化 为健康而改变！--中科体检,教育考试
af0900a45137db2552bf54d36a32b95a,		发表了博文《汇文中学被同学投毒事件，不作不死》汇文中学被同学投毒事件，不作不死文/维扬卧龙京华时报6月26日报道网传一则落款为北京汇文中学的《布告》称，4月12日，该校初三学生赵某向其同学赵某|汇文中学被...		,96acb7a83da068b22297e4f972d1bcb1,男,81.0,248.0,2815.0,其他,月下观世事，谁堪共酒杯,社会生活
219e9914b36aa9adb773712a6e6eb78d,●2006年，美国发生一起车祸，一辆悍马越野车与一辆校车相撞，以坚固著称的悍马完全报废，而校车只擦破了点皮。美国校车从此名声大噪。 ●美国校车还享有交通特权。停车时，校车上会打出“红灯”，往来所有车辆都要停下，总统座驾也不例外，以免撞到上下车的儿童。,,男,184.0,128.0,195.0,福建 泉州,所有你值得的东西，在路上，别急。,教育考试
2c5d81d834283d6696f2cde2f6f51f71,『【言论】一车五百狗，退役军犬论斤卖，你吃德牧还是金毛？』【言论】一车五百狗，退役军犬论斤卖，你吃德牧还是金毛？,,女,1457.0,423.0,10561.0,河南 洛阳,行业资深 ，秀外慧中,军事
7eba0a63c2d15f7f91c8dcf1e83f38c2,血糖高的朋友看过来.,,男,955.0,14407.0,9748.0,河南洛阳,微博股评师 财经博主,医药健康
ad836f52db9ef21c99b7e462499bcd5c,领导们视察地铁后，一致表示：地铁一点都不挤，人民很幸福！,19f63598d501a17441b6735418fa9191.jpg,男,337.0,232.0,864.0,贵州 六盘水,非著名浙江籍东北人，无党派人士。,政治
59c7f5e47730fad503612d37e158e106,		温馨提示：这几天的雾霾天气有些严重，除了出门戴口罩以外，也可以在平常的饮食中增加一些清肺的食品，白萝卜、木耳、雪梨、银耳、豆浆、甘蔗、枇杷、莲藕、山药、百合等，尽量减少户外运动，祝您健康开心每一天[愉快]		,5c7414fb512c66de1fd1137b22a136d5.jpg,女,593.0,776.0,1707.0,海外美国,像公主一样去生活！,医药健康
307a821b51b0572bda3c463eba322db8,		#百色#【可怕！广西德保县一超市起火，整栋楼被烈焰吞噬】2018年1月15日下午5时20分左右，德保县敬德镇一栋六层高的楼房发生火灾，整栋楼被大火吞噬。扑救半个多小时后，消防官兵才将大火扑灭，没有人员被困。消防大队一名指挥员说，起火点是一楼的超市。...		,,女,1166.0,100000.0,23001.0,广西,广西城市网官方微博,社会生活
17a8c97867252bae4afd39f43ed6cf1c,		台州小男孩3岁练瑜伽，6岁成世界最小瑜伽教练台州		,5041a666f2be54d15207f73002d66336.jpg	7614c2fafd14165d90b96ce38154ad03.jpg,男,1983.0,30988.0,4596.0,浙江台州,台州商人杂志社 副总编 ,文体娱乐
72fd70d38e6c7a2cd9dc211fad27b87e,#爆笑家族#【银行最新公布的硬币回收价格】1966年1分，1800元；1967年1分，3500元；1969年1分，1500元；1977年1分，3200元；1988年1分，3000元；1989年1分，1500元；1958年2分，900元；1968年2分，3000元；1972年2分，2600元，1980年2分，500元。,1b1c2da2a0ab525cb863b72936bb2695.jpg,男,2013.0,1747.0,6581.0,山东 临沂,没有介绍就是最好的介绍,财经商业
0c9b216ee2f72dcf94f5df406681c2cd,		bbk02国外一网友把广场舞配上了rap，各种踩点，瞬间就嗨起来了##我的朋友是...		,,男,556.0,68.0,245.0,上海青浦区,,社会生活
9cc1c7cbe58f437c2c6f2659768ea21f,#马思纯橙红年代#敬业@马思纯一进组就消失？#橙红年代电视剧#最新剧照中，饰演女警胡蓉的#马思纯#或低头沉思，揣摩台词；或抬头注视摄影机；或与陈伟霆一起研究剧本打磨角色，抬头低头间，尽显专注、认真。为了新剧，小马哥一直低调扎根在剧组，出演女警的她会有怎样的突破和惊喜呢？#马思纯胡蓉##马思纯将军在上##ForFans情报局#,c8c47522e4072862287e78c09d7c169f.jpg	c1c6059dfaaaf7e119a3aad08d501352.jpg	62822480ffd9a4a703af6f2185508e4f.jpg	cbc099f3edef6f0940ac518c3ab064bf.jpg	1c7db86fa85ce2fa69ea1282c781007e.jpg	7a5e0f74c8695a752944a5b83ca1ad58.jpg	7d523549f765bcf95936e48a8f470e33.jpg	4f35a55c5c75c39e7af0cb0f8e5e0cb9.jpg	04ae26a379caf859570542dd93d5e055.jpg,男,227.0,210000.0,11648.0,北京,媒体合作&amp;商务合作请联系微信ForFans2016或邮件office@forfans.cn；粉丝团合作请联系QQ：2768246197；周边购买/活动报名咨询请联系客服QQ：2803811859。官方微信公众平台：ForFans2015，欢迎关注～,文体娱乐
3a5f658fe2847f9d6511e79a419178cd,什么情况，薄膜还能做紫菜了。。.,,男,51.0,42.0,107.0,山东 潍坊,就在刚才，全世界最帅的人出现在我面前，我们四目相接，含情脉脉，直到手有点酸了，我才放下手中的镜子。,医药健康
2588ee2f6686852900456d3cdda0340a,【银行最新公布的硬币回收价格】1966年1分，1800元；1967年1分，3500元；1969年1分，1500元；1977年1分，3200元；1988年1分，3000元；1989年1分，1500元；1958年2分，900元；1968年2分，3000元；1972年2分，2600元，1980年2分，500元。。。&gt;&gt;&gt;附：《硬分币回收价格表》#我在:莲前西路,,男,549.0,119.0,218.0,四川,火锅特点：麻辣鲜香 久吃不燥 越吃越香 无渣火锅 特色油碟 五味俱全 牛油味道十足 正宗老火锅,财经商业
de3f44c60d6443dd7cd11b2de6203314,		胖的吊带裙跟我没啥关系，衣服几乎都不能穿，买衣服的欲望都木有了。火锅、椒麻鱼、红烧肉、酸菜鱼、糖醋排骨，玉米排骨汤、雪豆猪蹄、卤猪蹄等等堆出了现在的我我我我		,,男,233.0,186.0,1266.0,四川甘孜,想要瘦一点的胖子😤,社会生活
